2022-03-24 01:46:02.671 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2022-03-24 09:16:29.809 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1647] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:16:37.890 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1664] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:16:45.949 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1663] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:16:54.060 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1646] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:02.160 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1645] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:10.250 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1662] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:18.370 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1661] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:26.490 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1660] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:34.630 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1659] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:42.721 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1660] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:50.851 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1659] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:17:58.941 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1658] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:07.061 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1657] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:15.241 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1674] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:23.311 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1673] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:33.091 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1656] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:41.241 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1655] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:49.341 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1672] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:18:57.431 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1671] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:05.546 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1654] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:13.627 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1653] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:21.742 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1670] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:29.832 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1669] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:38.002 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1668] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:46.112 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1667] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:19:54.222 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1668] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:20:02.323 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1667] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:20:10.482 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1666] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:20:18.793 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1665] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 09:20:26.873 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1682] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
